date,y1,y2,y3
2020-01-01,0.0914151239263294,1.4899992101785766,-0.31636568589745595
2020-01-02,0.5036174237436297,1.4232138232827094,-0.29878504513009796
2020-01-03,1.5927144997783547,1.8190448947863858,0.631196190875715
2020-01-04,1.8541856114337014,2.343084985198143,0.6495262925404821
2020-01-05,0.9854885089963794,1.9780773681964436,-0.3848382229453139
2020-01-06,1.2199454876535212,2.1132352152348766,1.483695101222168
2020-01-07,1.885558952856474,2.2551345179984272,0.7009090102905395
2020-01-08,2.1283673033484622,1.7288268454034732,0.02496574964361431
2020-01-09,2.506576298573934,2.041122134186119,1.6357663963423303
2020-01-10,2.235925687032653,1.6059027774513384,1.2078181131534307
2020-01-11,2.3894859206961794,0.7006942962777405,-0.18235907133598883
2020-01-12,1.832144990939082,1.375690368604754,1.8495438485623228
2020-01-13,1.2156632994182002,0.17543731684251654,0.9433863596903136
2020-01-14,1.4392796304597832,-0.5895319121376588,0.3312520335231078
2020-01-15,1.4139820910968681,-0.6798668736593844,1.293482516589453
2020-01-16,1.2320578867125471,-1.0098060242023512,0.12650844868074884
2020-01-17,1.6294052919933952,-0.8036967617510602,-0.16998750522702966
2020-01-18,1.0123309709023949,-1.2703269805312427,-0.7705993956760324
2020-01-19,1.2507798784627586,-1.4566241403470712,-0.044932894319023475
2020-01-20,0.8119316781888142,-1.2845984402677662,-0.2418937832551294
2020-01-21,0.907379202534156,-1.4721023764823082,-0.6625442251047529
2020-01-22,1.1114420803822054,-1.485921315051959,-1.292835660743445
2020-01-23,1.9959723017927542,-1.2980657641892002,-0.682666618378367
2020-01-24,1.6032056900817573,-1.2089922254408172,-0.8214766663281152
2020-01-25,1.176566829162823,-2.256082296607184,-1.6702772361500635
2020-01-26,0.6458064392065085,-1.4989043350248084,-1.698088968954481
2020-01-27,0.40990033670078924,-2.097557094963475,-0.17290849521507667
2020-01-28,0.08173444749226023,-1.0831383993889607,-2.2645500223701607
2020-01-29,-0.002201120056580963,-0.9301198221733894,-0.15360194558775814
2020-01-30,-0.129314858813896,-0.3510475836707986,-0.4719874930818843
2020-01-31,0.006894940548922923,-0.1068035836145429,0.9457726248159362
2020-02-01,-1.4096788166256955,-0.5629787072680622,-0.1480983937535062
2020-02-02,-2.178481001754041,-0.8296802154076872,0.819028264436967
2020-02-03,-2.8049724298510808,-0.42152538044824994,0.2253885129675242
2020-02-04,-2.528438084182725,-0.6987937592392692,0.7081395678222159
2020-02-05,-2.1884213447740404,-0.369674602480383,1.2436058946715867
2020-02-06,-2.2668713588027516,0.06622658269611426,0.4730562116089168
2020-02-07,-2.32034283057253,-0.5161458021370364,1.5302059354435014
2020-02-08,-2.35007252775087,0.0647464156897572,0.13802900232008064
2020-02-09,-1.9951637562569478,0.10988322430615888,1.0060602028269883
2020-02-10,-1.8691079461020041,-0.4714285785806921,1.3786681289790483
2020-02-11,-1.5072268219277374,0.42183461967993474,1.0975421046351506
2020-02-12,-1.2080805613566605,0.44305841493398634,1.853739615548766
2020-02-13,-0.2964319001443939,0.44906920411322493,-0.16601820765682151
2020-02-14,0.03672790879369304,0.28321670718314695,-0.7550751232898028
2020-02-15,0.08858957008078101,0.40249760986721783,-0.6510345759465833
2020-02-16,0.1152130025701251,0.702080184388895,0.3419804439296991
2020-02-17,-0.17692801010972298,1.2684350490754897,0.07015673952792467
2020-02-18,0.10378990343862429,0.8931409557871511,-0.3506485400807873
2020-02-19,0.2618208492180172,1.651236146503454,-1.3315857947569056
2020-02-20,0.6494684125942068,1.200718050337774,-0.1060132176972085
